rfq_index,rfq_date,rfq_product_type,rfq_location,rfq_title,rfq_description,supplier_index,supplier_name,supplier_product_type,supplier_product_name,supplier_product_description,supplier_delivery_area,product_match,location_match,text_similarity
203,2025-04-03,Audio,Barcelona,Request for Audio,"Hello, I'm interested in Audio. Can you provide product details and pricing for delivery to Barcelona?",825,"Ellis, Lee and Hunt",Service,Luminous Vista Mowing,"Introducing our mowing, regular lawn care including grass cutting and edge trimming. Ideal for all-day comfort..","Helsinki, Amsterdam",0,0,0.0
203,2025-04-03,Audio,Barcelona,Request for Audio,"Hello, I'm interested in Audio. Can you provide product details and pricing for delivery to Barcelona?",89,Coleman-Parker,Beauty,Vivid Mirage Shampoo,Discover the liquid soap for cleaning hair and scalp. Perfect for home enthusiasts..,"Warsaw, Rome, Oslo, Vienna",0,0,0.0
204,2025-04-04,Toys,Brussels,Seeking Toys,"Hello, I'm interested in purchasing Toys for my upcoming project. Could you share your catalog and pricing?",574,"Mcbride, Cruz and Barnett",Toys,Prism Spectrum Blocks,Our blocks stands out: colorful interlocking pieces for constructive play. Great for on-the-go convenience..,"Berlin, Zurich, Oslo, Copenhagen, Amsterdam",1,0,0.0
204,2025-04-04,Toys,Brussels,Seeking Toys,"Hello, I'm interested in purchasing Toys for my upcoming project. Could you share your catalog and pricing?",471,"Rios, Hester and Washington",Service,Vertex Vertex Grooming,"Our grooming stands out: washing, brushing, and trimming services for all types of pets. Great for tech-savvy users..","Madrid, Oslo, Helsinki",0,0,0.0
204,2025-04-04,Toys,Brussels,Seeking Toys,"Hello, I'm interested in purchasing Toys for my upcoming project. Could you share your catalog and pricing?",210,Schultz LLC,Service,Serene Arc Cleaning,"Experience complete house cleaning service including dusting, vacuuming, and sanitizing. Loved by outdoor adventures..","Brussels, Prague, Berlin",0,1,0.0
204,2025-04-04,Toys,Brussels,Seeking Toys,"Hello, I'm interested in purchasing Toys for my upcoming project. Could you share your catalog and pricing?",24,"Stark, Miller and Hernandez",Food,Celestial Matrix Yogurt,"Elevate your experience with thick, creamy yogurt rich in protein and probiotics. Designed for eco-conscious spaces..","Amsterdam, Munich, Copenhagen, Rome, Vienna",0,0,0.0
204,2025-04-04,Toys,Brussels,Seeking Toys,"Hello, I'm interested in purchasing Toys for my upcoming project. Could you share your catalog and pricing?",133,Jackson PLC,Furniture,Obsidian Flux Frame,"Elevate your experience with support structure for mattresses, available in multiple sizes. Designed for creative work..","Vienna, Lisbon, Barcelona, Athens, Prague",0,0,0.0
205,2025-04-07,Furniture,Athens,Request for Furniture,"Hello, I'm interested in purchasing Furniture for my upcoming project. Could you share your catalog and pricing?",542,Green-Cole,Furniture,Zenith Vista Set,"Introducing our set, table with matching chairs for dining purposes. Ideal for everyday use..","Berlin, Barcelona, Stockholm, Paris",1,0,0.0
205,2025-04-07,Furniture,Athens,Request for Furniture,"Hello, I'm interested in purchasing Furniture for my upcoming project. Could you share your catalog and pricing?",947,"Hall, Joseph and Rodriguez",Clothing,Celestial Vista Sneakers,Discover the comfortable footwear for everyday use or sports. Perfect for everyday use..,"Copenhagen, Zurich",0,0,0.0
205,2025-04-07,Furniture,Athens,Request for Furniture,"Hello, I'm interested in purchasing Furniture for my upcoming project. Could you share your catalog and pricing?",180,"Blackburn, Cardenas and Hoffman",Clothing,Luminous Pulse Jacket,Discover the insulated jacket for cold weather protection. Perfect for everyday use..,"Budapest, Lisbon, Dublin, Helsinki",0,0,0.0
205,2025-04-07,Furniture,Athens,Request for Furniture,"Hello, I'm interested in purchasing Furniture for my upcoming project. Could you share your catalog and pricing?",104,Reeves-Perez,Books,Eclipse Horizon Book,Experience guidebook offering advice for personal improvement. Loved by everyday use..,"Helsinki, Warsaw, Athens, Amsterdam, Lisbon",0,1,0.0
205,2025-04-07,Furniture,Athens,Request for Furniture,"Hello, I'm interested in purchasing Furniture for my upcoming project. Could you share your catalog and pricing?",431,Garcia-Arias,Beauty,Aurora Vertex Shampoo,Elevate your experience with liquid soap for cleaning hair and scalp. Designed for creative work..,"Vienna, Dublin, Zurich, Barcelona, Helsinki",0,0,0.0
206,2025-04-08,Service,Vienna,RFQ: Service,"Hello, I'm interested in Service. Can you provide product details and pricing for delivery to Vienna?",364,"Ramirez, Peck and Thompson",Service,Prism Reverie Support,"Discover the technical assistance for computers, networks, and devices. Perfect for professional setups..","Helsinki, Brussels, Oslo, Dublin",1,0,0.0
206,2025-04-08,Service,Vienna,RFQ: Service,"Hello, I'm interested in Service. Can you provide product details and pricing for delivery to Vienna?",402,Moreno Inc,Toys,Solstice Orbit Set,Our set stands out: set of pieces to be assembled into a complete picture. Great for outdoor adventures..,"Lisbon, Copenhagen, Budapest, Rome, Berlin",0,0,0.0
206,2025-04-08,Service,Vienna,RFQ: Service,"Hello, I'm interested in Service. Can you provide product details and pricing for delivery to Vienna?",363,"Ramirez, Peck and Thompson",Furniture,Velvet Mirage Bookshelf,Discover the multi-tier shelf for storing books and decorations. Perfect for outdoor adventures..,"Helsinki, Brussels, Oslo, Dublin",0,0,0.0
206,2025-04-08,Service,Vienna,RFQ: Service,"Hello, I'm interested in Service. Can you provide product details and pricing for delivery to Vienna?",606,"Delgado, Frank and Long",Toys,Cascade Pinnacle Car,Our car stands out: remote-controlled car powered by batteries. Great for creative work..,"Vienna, Budapest",0,1,0.0
206,2025-04-08,Service,Vienna,RFQ: Service,"Hello, I'm interested in Service. Can you provide product details and pricing for delivery to Vienna?",275,"Hill, Hall and Williams",Books,Vertex Aura Cookbook,"Introducing our cookbook, collection of recipes and cooking tips. Ideal for all-day comfort..","Copenhagen, Barcelona, Dublin, Budapest, Stockholm",0,0,0.0
207,2025-04-09,Furniture,Budapest,Inquiry: Furniture,"Hi, do you have any Furniture available? I'm planning to buy soon and need delivery to Budapest.",73,"Edwards, Moore and Ayers",Furniture,Serene Zenith Chair,"Introducing our chair, adjustable ergonomic chair for desk and office use. Ideal for professional setups..","Zurich, Stockholm, Budapest",1,1,0.0
207,2025-04-09,Furniture,Budapest,Inquiry: Furniture,"Hi, do you have any Furniture available? I'm planning to buy soon and need delivery to Budapest.",716,Hubbard-Rodriguez,Audio,Solstice Wave Turntable,Experience vinyl record player with modern audio outputs. Loved by home enthusiasts..,"Lisbon, Warsaw, Budapest, Helsinki",0,1,0.0
207,2025-04-09,Furniture,Budapest,Inquiry: Furniture,"Hi, do you have any Furniture available? I'm planning to buy soon and need delivery to Budapest.",575,"Mcbride, Cruz and Barnett",Toys,Zenith Vista Car,Discover the remote-controlled car powered by batteries. Perfect for home enthusiasts..,"Berlin, Zurich, Oslo, Copenhagen, Amsterdam",0,0,0.0
207,2025-04-09,Furniture,Budapest,Inquiry: Furniture,"Hi, do you have any Furniture available? I'm planning to buy soon and need delivery to Budapest.",170,"Johnson, Gallagher and Hutchinson",Toys,Zenith Zenith Car,"Introducing our car, remote-controlled car powered by batteries. Ideal for everyday use..","Helsinki, Oslo, Amsterdam, Madrid",0,0,0.0
207,2025-04-09,Furniture,Budapest,Inquiry: Furniture,"Hi, do you have any Furniture available? I'm planning to buy soon and need delivery to Budapest.",675,Jones-Harper,Books,Aurora Horizon Cookbook,"Introducing our cookbook, collection of recipes and cooking tips. Ideal for outdoor adventures..","Brussels, Warsaw, Amsterdam, Rome, Berlin",0,0,0.0
208,2025-04-10,Furniture,Budapest,Looking for Furniture,"Dear supplier, I need Furniture delivered to Budapest. Kindly send me details on availability and cost.",276,"Hill, Hall and Williams",Furniture,Eclipse Mirage Bookshelf,Discover the multi-tier shelf for storing books and decorations. Perfect for professional setups..,"Copenhagen, Barcelona, Dublin, Budapest, Stockholm",1,1,0.0
208,2025-04-10,Furniture,Budapest,Looking for Furniture,"Dear supplier, I need Furniture delivered to Budapest. Kindly send me details on availability and cost.",21,"Riggs, Shelton and Myers",Audio,Eclipse Horizon Soundbar,Elevate your experience with compact speaker system designed to enhance tv audio. Designed for eco-conscious spaces..,"Zurich, Amsterdam, Stockholm, Brussels",0,0,0.0
208,2025-04-10,Furniture,Budapest,Looking for Furniture,"Dear supplier, I need Furniture delivered to Budapest. Kindly send me details on availability and cost.",488,"Ford, Brown and Hughes",Clothing,Aurora Pinnacle T-Shirt,Elevate your experience with casual cotton shirt with short sleeves. Designed for everyday use..,"Rome, Zurich, Dublin, Helsinki",0,0,0.0
208,2025-04-10,Furniture,Budapest,Looking for Furniture,"Dear supplier, I need Furniture delivered to Budapest. Kindly send me details on availability and cost.",709,Hubbard-Rodriguez,Clothing,Cascade Vector Jacket,Elevate your experience with insulated jacket for cold weather protection. Designed for all-day comfort..,"Lisbon, Warsaw, Budapest, Helsinki",0,1,0.0
208,2025-04-10,Furniture,Budapest,Looking for Furniture,"Dear supplier, I need Furniture delivered to Budapest. Kindly send me details on availability and cost.",357,Gordon Inc,Beauty,Cascade Essence Lotion,"Introducing our lotion, moisturizer applied to the body to keep skin soft. Ideal for modern lifestyles..","Zurich, Brussels, Munich",0,0,0.0
209,2025-04-11,Sporting Goods,Madrid,RFQ: Sporting Goods,"Dear supplier, I need Sporting Goods delivered to Madrid. Kindly send me details on availability and cost.",789,"Fields, Peters and Allen",Sporting Goods,Cascade Mirage Mat,Discover the mat providing cushioning for yoga and exercises. Perfect for professional setups..,"Stockholm, Vienna, Copenhagen, Paris, Amsterdam",1,0,0.0
209,2025-04-11,Sporting Goods,Madrid,RFQ: Sporting Goods,"Dear supplier, I need Sporting Goods delivered to Madrid. Kindly send me details on availability and cost.",238,Black and Sons,Food,Radiant Wave Oil,Our oil stands out: cold-pressed extra virgin olive oil for cooking and salads. Great for tech-savvy users..,"Munich, Amsterdam",0,0,0.0
209,2025-04-11,Sporting Goods,Madrid,RFQ: Sporting Goods,"Dear supplier, I need Sporting Goods delivered to Madrid. Kindly send me details on availability and cost.",78,"Edwards, Moore and Ayers",Beauty,Velvet Pulse Lotion,Our lotion stands out: moisturizer applied to the body to keep skin soft. Great for modern lifestyles..,"Zurich, Stockholm, Budapest",0,0,0.0
209,2025-04-11,Sporting Goods,Madrid,RFQ: Sporting Goods,"Dear supplier, I need Sporting Goods delivered to Madrid. Kindly send me details on availability and cost.",308,Newton Inc,Books,Aurora Spectrum Novel,Elevate your experience with fiction book involving suspense and investigation. Designed for on-the-go convenience..,"Athens, Madrid, Warsaw",0,1,0.0
209,2025-04-11,Sporting Goods,Madrid,RFQ: Sporting Goods,"Dear supplier, I need Sporting Goods delivered to Madrid. Kindly send me details on availability and cost.",403,Moreno Inc,Toys,Nimbus Arc Car,Experience remote-controlled car powered by batteries. Loved by tech-savvy users..,"Lisbon, Copenhagen, Budapest, Rome, Berlin",0,0,0.0
210,2025-04-14,Food,Amsterdam,Looking for Food,"Dear supplier, I need Food delivered to Amsterdam. Kindly send me details on availability and cost.",608,"Delgado, Frank and Long",Food,Luminous Horizon Pasta,"Elevate your experience with long, thin pasta ideal for traditional italian dishes. Designed for professional setups..","Vienna, Budapest",1,0,0.0
210,2025-04-14,Food,Amsterdam,Looking for Food,"Dear supplier, I need Food delivered to Amsterdam. Kindly send me details on availability and cost.",599,Hawkins-Smith,Clothing,Eclipse Mirage Jacket,Experience insulated jacket for cold weather protection. Loved by outdoor adventures..,"Stockholm, Brussels, Amsterdam, Paris, Lisbon",0,1,0.0
210,2025-04-14,Food,Amsterdam,Looking for Food,"Dear supplier, I need Food delivered to Amsterdam. Kindly send me details on availability and cost.",290,Matthews-Hernandez,Electronics,Vertex Essence Smartphone,"Introducing our smartphone, portable device for calls, internet, apps, and more. Ideal for professional setups..","Oslo, Amsterdam, Stockholm",0,1,0.0
210,2025-04-14,Food,Amsterdam,Looking for Food,"Dear supplier, I need Food delivered to Amsterdam. Kindly send me details on availability and cost.",101,Reeves-Perez,Beauty,Nimbus Pulse Balm,Discover the wax-like substance to protect and soothe lips. Perfect for all-day comfort..,"Helsinki, Warsaw, Athens, Amsterdam, Lisbon",0,1,0.0
210,2025-04-14,Food,Amsterdam,Looking for Food,"Dear supplier, I need Food delivered to Amsterdam. Kindly send me details on availability and cost.",6,Avila-Blake,Sporting Goods,Halo Vector Tracker,Discover the wearable device for tracking health metrics. Perfect for creative work..,"Berlin, Stockholm, Rome",0,0,0.0
211,2025-04-15,Audio,Rome,Need Audio,"Hi, I'm looking for high-quality Audio to be delivered to Rome. Please let me know your best offer.",768,Smith-Serrano,Audio,Nexus Arc Turntable,"Introducing our turntable, vinyl record player with modern audio outputs. Ideal for everyday use..","Berlin, Warsaw, Rome, Madrid",1,1,0.1131691707625864
211,2025-04-15,Audio,Rome,Need Audio,"Hi, I'm looking for high-quality Audio to be delivered to Rome. Please let me know your best offer.",535,Brewer-Williams,Sporting Goods,Cascade Matrix Mat,Experience mat providing cushioning for yoga and exercises. Loved by professional setups..,"Brussels, Zurich, Barcelona",0,0,0.0
211,2025-04-15,Audio,Rome,Need Audio,"Hi, I'm looking for high-quality Audio to be delivered to Rome. Please let me know your best offer.",406,Moreno Inc,Beauty,Celestial Pulse Balm,Our balm stands out: wax-like substance to protect and soothe lips. Great for creative work..,"Lisbon, Copenhagen, Budapest, Rome, Berlin",0,1,0.0
211,2025-04-15,Audio,Rome,Need Audio,"Hi, I'm looking for high-quality Audio to be delivered to Rome. Please let me know your best offer.",772,Jones Inc,Food,Luminous Solace Chocolate,Our chocolate stands out: rich chocolate with a high cocoa content for intense flavor. Great for outdoor adventures..,"Madrid, Dublin, Brussels, Stockholm, Athens",0,0,0.041154054832507045
211,2025-04-15,Audio,Rome,Need Audio,"Hi, I'm looking for high-quality Audio to be delivered to Rome. Please let me know your best offer.",876,Sampson and Sons,Sporting Goods,Pinnacle Flux Mat,"Introducing our mat, mat providing cushioning for yoga and exercises. Ideal for tech-savvy users..","Madrid, Stockholm, Athens, Prague, Barcelona",0,0,0.0
212,2025-04-16,Sporting Goods,Paris,RFQ: Sporting Goods,"Hi, I'm looking for high-quality Sporting Goods to be delivered to Paris. Please let me know your best offer.",641,Robbins Inc,Sporting Goods,Solstice Orbit Mat,Discover the mat providing cushioning for yoga and exercises. Perfect for on-the-go convenience..,"Budapest, Barcelona, Dublin, Vienna, Brussels",1,0,0.0
212,2025-04-16,Sporting Goods,Paris,RFQ: Sporting Goods,"Hi, I'm looking for high-quality Sporting Goods to be delivered to Paris. Please let me know your best offer.",616,Nguyen-Carpenter,Toys,Cascade Matrix Set,Elevate your experience with set of pieces to be assembled into a complete picture. Designed for on-the-go convenience..,"Dublin, Lisbon, Berlin, Warsaw",0,0,0.0
212,2025-04-16,Sporting Goods,Paris,RFQ: Sporting Goods,"Hi, I'm looking for high-quality Sporting Goods to be delivered to Paris. Please let me know your best offer.",716,Hubbard-Rodriguez,Audio,Solstice Wave Turntable,Experience vinyl record player with modern audio outputs. Loved by home enthusiasts..,"Lisbon, Warsaw, Budapest, Helsinki",0,0,0.0
212,2025-04-16,Sporting Goods,Paris,RFQ: Sporting Goods,"Hi, I'm looking for high-quality Sporting Goods to be delivered to Paris. Please let me know your best offer.",626,Hamilton-Owens,Electronics,Obsidian Vista Smartphone,"Introducing our smartphone, portable device for calls, internet, apps, and more. Ideal for home enthusiasts..","Brussels, Berlin, Paris, Athens, Oslo",0,1,0.0
212,2025-04-16,Sporting Goods,Paris,RFQ: Sporting Goods,"Hi, I'm looking for high-quality Sporting Goods to be delivered to Paris. Please let me know your best offer.",48,Garcia and Sons,Service,Aurora Solace Grooming,"Introducing our grooming, washing, brushing, and trimming services for all types of pets. Ideal for everyday use..","Oslo, Rome, Vienna, Lisbon, Brussels",0,0,0.0
213,2025-04-17,Audio,Paris,Seeking Audio,"Hello, I'm searching for Audio with specific features. Do you have anything suitable in stock?",679,Smith-Peterson,Audio,Velvet Pulse Speaker,Experience wireless speaker with bluetooth connectivity and rich sound. Loved by on-the-go convenience..,"Zurich, Oslo, Madrid",1,0,0.0
213,2025-04-17,Audio,Paris,Seeking Audio,"Hello, I'm searching for Audio with specific features. Do you have anything suitable in stock?",87,Price-Edwards,Sporting Goods,Halo Flux Ball,"Introducing our ball, ball used in the sport of soccer/football. Ideal for modern lifestyles..","Budapest, Warsaw",0,0,0.0
213,2025-04-17,Audio,Paris,Seeking Audio,"Hello, I'm searching for Audio with specific features. Do you have anything suitable in stock?",445,"Ramirez, Lee and Sanchez",Sporting Goods,Velvet Aura Racket,Our racket stands out: lightweight racket for playing tennis. Great for eco-conscious spaces..,"Copenhagen, Berlin, Budapest",0,0,0.0
213,2025-04-17,Audio,Paris,Seeking Audio,"Hello, I'm searching for Audio with specific features. Do you have anything suitable in stock?",542,Green-Cole,Furniture,Zenith Vista Set,"Introducing our set, table with matching chairs for dining purposes. Ideal for everyday use..","Berlin, Barcelona, Stockholm, Paris",0,1,0.0
213,2025-04-17,Audio,Paris,Seeking Audio,"Hello, I'm searching for Audio with specific features. Do you have anything suitable in stock?",637,Robbins Inc,Beauty,Nexus Essence Lotion,Experience moisturizer applied to the body to keep skin soft. Loved by tech-savvy users..,"Budapest, Barcelona, Dublin, Vienna, Brussels",0,0,0.0
214,2025-04-18,Audio,Athens,Inquiry: Audio,"Dear supplier, I need Audio delivered to Athens. Kindly send me details on availability and cost.",400,Moreno Inc,Audio,Serene Spectrum Headphones,Our headphones stands out: headphones that reduce ambient noise for focused listening. Great for outdoor adventures..,"Lisbon, Copenhagen, Budapest, Rome, Berlin",1,0,0.0
214,2025-04-18,Audio,Athens,Inquiry: Audio,"Dear supplier, I need Audio delivered to Athens. Kindly send me details on availability and cost.",973,Williamson Ltd,Books,Nimbus Solace Book,"Introducing our book, illustrated book for young readers. Ideal for tech-savvy users..","Helsinki, Oslo, Zurich",0,0,0.0
214,2025-04-18,Audio,Athens,Inquiry: Audio,"Dear supplier, I need Audio delivered to Athens. Kindly send me details on availability and cost.",72,"Edwards, Moore and Ayers",Service,Nexus Spectrum Support,"Discover the technical assistance for computers, networks, and devices. Perfect for all-day comfort..","Zurich, Stockholm, Budapest",0,0,0.0
214,2025-04-18,Audio,Athens,Inquiry: Audio,"Dear supplier, I need Audio delivered to Athens. Kindly send me details on availability and cost.",940,"Jackson, Williams and Cunningham",Electronics,Eclipse Matrix Laptop,Our laptop stands out: portable computer for personal or professional use. Great for creative work..,"Munich, Amsterdam",0,0,0.0
214,2025-04-18,Audio,Athens,Inquiry: Audio,"Dear supplier, I need Audio delivered to Athens. Kindly send me details on availability and cost.",993,Hunt Ltd,Food,Quantum Arc Chocolate,Our chocolate stands out: rich chocolate with a high cocoa content for intense flavor. Great for outdoor adventures..,"Stockholm, Paris",0,0,0.0
215,2025-04-21,Audio,Stockholm,Inquiry: Audio,"Hello, I'm searching for Audio with specific features. Do you have anything suitable in stock?",187,Jones Inc,Audio,Nexus Spectrum Microphone,Elevate your experience with high-quality microphone for recording vocals or podcasts. Designed for professional setups..,"Dublin, Helsinki, Brussels",1,0,0.0
215,2025-04-21,Audio,Stockholm,Inquiry: Audio,"Hello, I'm searching for Audio with specific features. Do you have anything suitable in stock?",878,Sampson and Sons,Sporting Goods,Radiant Wave Tracker,Experience wearable device for tracking health metrics. Loved by tech-savvy users..,"Madrid, Stockholm, Athens, Prague, Barcelona",0,1,0.0
215,2025-04-21,Audio,Stockholm,Inquiry: Audio,"Hello, I'm searching for Audio with specific features. Do you have anything suitable in stock?",330,"Werner, Frey and Stein",Electronics,Obsidian Eclipse Laptop,Experience portable computer for personal or professional use. Loved by home enthusiasts..,"Madrid, Brussels, Copenhagen",0,0,0.0
215,2025-04-21,Audio,Stockholm,Inquiry: Audio,"Hello, I'm searching for Audio with specific features. Do you have anything suitable in stock?",703,"Thomas, Walls and Taylor",Food,Echo Vertex Yogurt,"Elevate your experience with thick, creamy yogurt rich in protein and probiotics. Designed for everyday use..","Budapest, Warsaw",0,0,0.0
215,2025-04-21,Audio,Stockholm,Inquiry: Audio,"Hello, I'm searching for Audio with specific features. Do you have anything suitable in stock?",861,"Clark, Reed and Jones",Food,Nexus Vector Bar,"Experience a wholesome snack bar made with oats, honey, and nuts. Loved by eco-conscious spaces..","Paris, Helsinki, Zurich, Berlin, Vienna",0,0,0.0
216,2025-04-22,Beauty,Dublin,Request for Beauty,"Hello, I'm searching for Beauty with specific features. Do you have anything suitable in stock?",357,Gordon Inc,Beauty,Cascade Essence Lotion,"Introducing our lotion, moisturizer applied to the body to keep skin soft. Ideal for modern lifestyles..","Zurich, Brussels, Munich",1,0,0.0
216,2025-04-22,Beauty,Dublin,Request for Beauty,"Hello, I'm searching for Beauty with specific features. Do you have anything suitable in stock?",677,Jones-Harper,Audio,Luminous Solace Speaker,Elevate your experience with wireless speaker with bluetooth connectivity and rich sound. Designed for home enthusiasts..,"Brussels, Warsaw, Amsterdam, Rome, Berlin",0,0,0.0
216,2025-04-22,Beauty,Dublin,Request for Beauty,"Hello, I'm searching for Beauty with specific features. Do you have anything suitable in stock?",58,"Sullivan, Avila and Cole",Books,Eclipse Mirage Book,Our book stands out: guidebook offering advice for personal improvement. Great for modern lifestyles..,"Prague, Oslo, Vienna",0,0,0.0
216,2025-04-22,Beauty,Dublin,Request for Beauty,"Hello, I'm searching for Beauty with specific features. Do you have anything suitable in stock?",685,Smith-Peterson,Sporting Goods,Prism Spectrum Tracker,Discover the wearable device for tracking health metrics. Perfect for on-the-go convenience..,"Zurich, Oslo, Madrid",0,0,0.0
216,2025-04-22,Beauty,Dublin,Request for Beauty,"Hello, I'm searching for Beauty with specific features. Do you have anything suitable in stock?",968,Fernandez-Mccormick,Electronics,Celestial Pulse Router,Discover the device that distributes internet connection wirelessly. Perfect for everyday use..,"Athens, Budapest, Berlin, Brussels, Lisbon",0,0,0.0
217,2025-04-23,Service,Warsaw,Request for Service,"Hi, do you have any Service available? I'm planning to buy soon and need delivery to Warsaw.",342,"Woods, Rogers and Pitts",Service,Quantum Essence Support,"Introducing our support, technical assistance for computers, networks, and devices. Ideal for outdoor adventures..","Athens, Dublin, Amsterdam",1,0,0.0
217,2025-04-23,Service,Warsaw,Request for Service,"Hi, do you have any Service available? I'm planning to buy soon and need delivery to Warsaw.",922,Lawrence-Bridges,Sporting Goods,Zenith Solace Tracker,"Introducing our tracker, wearable device for tracking health metrics. Ideal for creative work..","Oslo, Vienna, Copenhagen, Dublin, Helsinki",0,0,0.0
217,2025-04-23,Service,Warsaw,Request for Service,"Hi, do you have any Service available? I'm planning to buy soon and need delivery to Warsaw.",455,"Yates, Smith and Thornton",Beauty,Quantum Wave Lotion,"Introducing our lotion, moisturizer applied to the body to keep skin soft. Ideal for on-the-go convenience..","Vienna, Helsinki, Dublin, Zurich, Brussels",0,0,0.0
217,2025-04-23,Service,Warsaw,Request for Service,"Hi, do you have any Service available? I'm planning to buy soon and need delivery to Warsaw.",250,Holden-Taylor,Clothing,Echo Flux Jeans,Elevate your experience with denim trousers suitable for casual wear. Designed for home enthusiasts..,"Zurich, Brussels, Barcelona, Stockholm",0,0,0.0
217,2025-04-23,Service,Warsaw,Request for Service,"Hi, do you have any Service available? I'm planning to buy soon and need delivery to Warsaw.",27,"Stark, Miller and Hernandez",Beauty,Quantum Spectrum Shampoo,Experience liquid soap for cleaning hair and scalp. Loved by everyday use..,"Amsterdam, Munich, Copenhagen, Rome, Vienna",0,0,0.0
218,2025-04-24,Beauty,Vienna,Inquiry: Beauty,"Hi, I'm looking for high-quality Beauty to be delivered to Vienna. Please let me know your best offer.",820,Scott-Washington,Beauty,Velvet Arc Shampoo,Discover the liquid soap for cleaning hair and scalp. Perfect for modern lifestyles..,"Vienna, Amsterdam, Rome, Athens",1,1,0.0
218,2025-04-24,Beauty,Vienna,Inquiry: Beauty,"Hi, I'm looking for high-quality Beauty to be delivered to Vienna. Please let me know your best offer.",226,Rivera Inc,Sporting Goods,Zenith Pulse Ball,"Introducing our ball, ball used in the sport of soccer/football. Ideal for modern lifestyles..","Helsinki, Barcelona, Warsaw, Rome",0,0,0.0
218,2025-04-24,Beauty,Vienna,Inquiry: Beauty,"Hi, I'm looking for high-quality Beauty to be delivered to Vienna. Please let me know your best offer.",111,"Whitaker, Mendoza and Brandt",Food,Nexus Mirage Pasta,"Elevate your experience with long, thin pasta ideal for traditional italian dishes. Designed for everyday use..","Lisbon, Barcelona, Helsinki",0,0,0.0
218,2025-04-24,Beauty,Vienna,Inquiry: Beauty,"Hi, I'm looking for high-quality Beauty to be delivered to Vienna. Please let me know your best offer.",58,"Sullivan, Avila and Cole",Books,Eclipse Mirage Book,Our book stands out: guidebook offering advice for personal improvement. Great for modern lifestyles..,"Prague, Oslo, Vienna",0,1,0.0
218,2025-04-24,Beauty,Vienna,Inquiry: Beauty,"Hi, I'm looking for high-quality Beauty to be delivered to Vienna. Please let me know your best offer.",231,Good-Smith,Books,Quantum Zenith Novel,Elevate your experience with fiction book involving suspense and investigation. Designed for tech-savvy users..,"Oslo, Budapest, Brussels, Munich",0,0,0.0
219,2025-04-25,Toys,Stockholm,RFQ: Toys,"Hi, do you have any Toys available? I'm planning to buy soon and need delivery to Stockholm.",129,Kennedy Ltd,Toys,Pinnacle Orbit Car,Experience remote-controlled car powered by batteries. Loved by outdoor adventures..,"Prague, Barcelona",1,0,0.0
219,2025-04-25,Toys,Stockholm,RFQ: Toys,"Hi, do you have any Toys available? I'm planning to buy soon and need delivery to Stockholm.",613,"Delgado, Frank and Long",Furniture,Celestial Reverie Bookshelf,"Introducing our bookshelf, multi-tier shelf for storing books and decorations. Ideal for all-day comfort..","Vienna, Budapest",0,0,0.0
219,2025-04-25,Toys,Stockholm,RFQ: Toys,"Hi, do you have any Toys available? I'm planning to buy soon and need delivery to Stockholm.",197,Christian and Sons,Audio,Nexus Pulse Microphone,Discover the high-quality microphone for recording vocals or podcasts. Perfect for tech-savvy users..,"Helsinki, Budapest, Vienna, Dublin, Rome",0,0,0.0
219,2025-04-25,Toys,Stockholm,RFQ: Toys,"Hi, do you have any Toys available? I'm planning to buy soon and need delivery to Stockholm.",287,Matthews-Hernandez,Service,Halo Vertex Grooming,"Our grooming stands out: washing, brushing, and trimming services for all types of pets. Great for creative work..","Oslo, Amsterdam, Stockholm",0,1,0.0
219,2025-04-25,Toys,Stockholm,RFQ: Toys,"Hi, do you have any Toys available? I'm planning to buy soon and need delivery to Stockholm.",676,Jones-Harper,Electronics,Halo Vertex Router,Experience device that distributes internet connection wirelessly. Loved by all-day comfort..,"Brussels, Warsaw, Amsterdam, Rome, Berlin",0,0,0.0
220,2025-04-28,Audio,Zurich,Seeking Audio,"Hello, I'm interested in Audio. Can you provide product details and pricing for delivery to Zurich?",547,Green-Cole,Audio,Eclipse Wave Headphones,Our headphones stands out: headphones that reduce ambient noise for focused listening. Great for home enthusiasts..,"Berlin, Barcelona, Stockholm, Paris",1,0,0.0
220,2025-04-28,Audio,Zurich,Seeking Audio,"Hello, I'm interested in Audio. Can you provide product details and pricing for delivery to Zurich?",178,"Johnson, Gallagher and Hutchinson",Service,Halo Pinnacle Grooming,"Discover the washing, brushing, and trimming services for all types of pets. Perfect for home enthusiasts..","Helsinki, Oslo, Amsterdam, Madrid",0,0,0.0
220,2025-04-28,Audio,Zurich,Seeking Audio,"Hello, I'm interested in Audio. Can you provide product details and pricing for delivery to Zurich?",524,Shaw Group,Service,Celestial Solace Mowing,Discover the regular lawn care including grass cutting and edge trimming. Perfect for professional setups..,"Munich, Berlin, Oslo",0,0,0.0
220,2025-04-28,Audio,Zurich,Seeking Audio,"Hello, I'm interested in Audio. Can you provide product details and pricing for delivery to Zurich?",918,Quinn-Ortega,Service,Vertex Mirage Tutoring,"Introducing our tutoring, one-on-one educational support for various school subjects. Ideal for home enthusiasts..","Paris, Amsterdam, Athens",0,0,0.0
